[2026-09-25--05-50-19 INFO actix_server::builder] starting 5 workers
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account 5gTazA5CPKrPZ1vSxXpbmLdmVZrvPYJ9CMnXUfNYoMJZ updated.
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB updated.
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account 3raYFbqrBhFLngfWGKbA2Y7TygfewVrnCsEy4AmfxuRs updated.
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account EEUNhHsRoUVgJUFpkupmdF4v7uLUw1zhYLp7u9s8zFqG updated.
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB updated.
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account 5dRazfLSjTq15r7XL6b5WBGTFtria1EHZQS7VZr7BD5V updated.
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v updated.
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account F9xyBfChZ2uCv7aQujJCe6gKVx7ydCmxfh2ZWrNwFoKr updated.
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB updated.
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account CUGzNZjoK4RbUMKCJ6hhPvby4KPXxJrfWiWaTgvMVP2e updated.
[2026-09-25--05-52-06 INFO surfpool::cli::simnet] Account 4V7iPfdqmjs2aAkS3BUDoRd9MuDBoTm5tETLC7fEDkjd updated.
[2026-09-25--05-52-07 ERROR surfpool::cli::simnet] Transaction execution failed: Error processing Instruction 7: custom program error: 0x1776
[2026-09-25--05-52-08 INFO surfpool::cli::simnet] Account 2Se6p8VJTcsPWZ2RyaSVCkE5L5ocdFqA5Vj2CEGDZ1rW updated.
[2026-09-25--05-52-08 INFO surfpool::cli::simnet] Account 4J9UJDSSn25i84r8TVEgpQtfQSxyQhYnNxwBULhGRBdT updated.
[2026-09-25--05-52-08 INFO surfpool::cli::simnet] Account 9VJRZWagVaCL2eRNpcV2zYfCSKNzEbdbL9MoBEYnrRv1 updated.
[2026-09-25--05-52-08 INFO surfpool::cli::simnet] Account ExnVr11uZZU9Bd8s71CtitGCt86H1T6BARRtvmerZ1tu updated.
[2026-09-25--05-52-08 INFO surfpool::cli::simnet] Account 6R4r93V5fcMzc13CL2enEepDSYcr4Qx3ptZBDwudTXCo updated.
[2026-09-25--05-52-08 INFO surfpool::cli::simnet] Account Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh updated.
[2026-09-25--05-52-08 INFO surfpool::cli::simnet] Account FaHQ9Ny2U2RkcdapsKVr9pvnt4Mg7n92NdKnvyRzuibH updated.
[2026-09-25--05-52-08 INFO surfpool::cli::simnet] Account EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v updated.
[2026-09-25--05-52-08 INFO surfpool::cli::simnet] Account 5TSHEwRAgHLTYkchrUNiKUL2RvuZgdh3vExbMptWrHoX updated.
[2026-09-25--05-52-08 INFO surfpool::cli::simnet] Account CbTCXA1r93p8p1v8Uhp6Ufoe15FwsmzimWY8AG3TbyxR updated.
[2026-09-25--05-52-10 INFO surfpool::cli::simnet] Account zB2vDMHatDhYdTPGG5a4h6CZrDR5ravWa1TwqE5eFdJ updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account 6Gi6cz3fsvtD4n7v2xNx3dY7JEQhRpjPQJjmQruEc3bP updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account PreweJYECqtQwBtpxHL171nL2K6umo692gTm7Q3rpgF updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account FuwH9eyEi9RApviaNqUhxZhEY6i455Ca2xQmNkjrfTU updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account 9v1o9K285AD3dctfzFNoa2MAyRj9Q2fcpdSrqCWQjKZb updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account 3J6kEW1H2cHRtLR7W6azgkoFCxbS8bkRVSth6Rmy2Cdv updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account PreweJYECqtQwBtpxHL171nL2K6umo692gTm7Q3rpgF updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account AntpWAd9rqm9MJ974fGDmrfHMywtJ7ajvjjUxi2w9pgy updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account PreweJYECqtQwBtpxHL171nL2K6umo692gTm7Q3rpgF updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account G92J4ZFggKZ9LbsQ2zBpajRvRto7ed7uRuJJqWsX4BhJ updated.
[2026-09-25--05-52-11 INFO surfpool::cli::simnet] Account MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms updated.
[2026-09-25--05-52-11 ERROR surfpool::cli::simnet] Transaction execution failed: Error processing Instruction 4: custom program error: 0x1770
[2026-09-25--05-52-13 INFO surfpool::cli::simnet] Account 6HG36ES5jpXd2yVCBDYmgr8uVMTAXoQVB9QJvRdarioB updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account 4QRBQXLhCh45dgzs3GrruXyYd7TkmKPHkRwrVw28tFt1 updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account GnbC5qqSJfH9ARwuTSoY9yQaHPubFCdCfP8jEzfLqgkq updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account FfeasecR48Ay8V6VULZpFBbQfSosHL7cTUPSa799SiX4 updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account HZcJwcJ2njPDxZtpPoKnF8v2w9QAx2rS7TdJPSRkbEhu updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account Chroid93DKzmgDYmCJELZ6CNC3SZ8WfRXzCkcqVtRy1r updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account PreANxuXjsy2pvisWWMNB6YaJNzr7681wJJr2rHsfTh updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account GM56syqs18fNYmVgQJjuGUtwxiWRrt6JyFJsmcqSAYqk updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account ESEQ4k8U39d5xmu53GXT56Fvh3DPTAtVHau9MjuRFgNA updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account G974aXt5g12Qa3CFVNTCjMTpuKjT8ZYnb8fRrP5XPW8n updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account PreANxuXjsy2pvisWWMNB6YaJNzr7681wJJr2rHsfTh updated.
[2026-09-25--05-52-14 INFO surfpool::cli::simnet] Account D1ZN9Wj1fRSUQfCjhvnu1hqDMT7hzjzBBpi12nVniYD6 updated.
[2026-09-25--05-52-17 ERROR surfpool::cli::simnet] Transaction execution failed: Error processing Instruction 1: custom program error: 0x1771
